"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","distance.to.TSS","region","gene.name","ADO.pval","ADO.log2FC","ADO.status","OY.pval","OY.log2FC","OY.status","anova.pval"
"chr2",32234579,32234588,72,0,0,62,93,65,69,53,65,51,92,112,59,50,90,42,67,67,61,48,75,0,0,50,0,0,68,141875,3541,"upstream","CTC-336P14.1",0.0488397940483212,-1.05046133484074,"loss",0.65635518636346,0.425454115224182,"not significant",0.0466602642198
"chr2",39102690,39102707,51,62,0,35,50,53,44,74,0,50,14,84,57,39,64,22,43,59,0,0,72,0,30,14,0,20,35,142247,395,"upstream","MORN2",0.0479406754471134,-1.18503189383252,"loss",0.824033319389133,-0.0945175987842898,"not significant",0.0490850794729932
"chr2",43054988,43054992,33,0,43,27,61,0,25,0,22,0,23,64,0,38,56,0,63,36,41,36,57,72,49,40,62,42,72,142487,230,"upstream","AC098824.6",0.0494409727083197,0.793181603732754,"gain",0.650902292227665,0.354234220216644,"not significant",0.0245364628340382
"chr2",46843615,46844591,71,81,34,42,70,72,83,37,88,59,70,154,90,94,160,68,90,85,49,33,84,93,28,66,42,68,107,142942,0,"overlapStart","PIGF",0.0498425217836308,-0.597060643239026,"loss",0.0261750845163916,0.645315811846247,"gain",0.024398080211437
"chr2",75185361,75185369,118,0,105,103,111,0,117,118,62,107,102,123,139,139,182,69,103,104,0,90,120,85,0,88,0,111,0,146072,249,"upstream","POLE4",0.0296877855271323,-1.04173673227282,"loss",0.533117596144377,0.427861539636428,"not significant",0.0416958101330323
"chr2",105466530,105466543,53,16,0,0,52,39,26,33,0,40,47,29,0,0,64,31,0,38,37,49,63,54,36,73,40,46,66,148467,3199,"upstream","RP11-13J10.1",0.0173433309095401,1.04998215650454,"gain",0.821003459232953,-0.136713222420455,"not significant",0.0151396629845405
"chr2",106360814,106360816,26,34,49,44,60,0,46,50,0,56,46,74,59,71,86,44,68,37,30,0,45,0,26,40,0,55,0,148623,537,"upstream","NCK2",0.00946386557074231,-1.31277184626656,"loss",0.130322007682803,0.486093661035078,"not significant",0.0145718082425524
"chr2",118845587,118845599,53,67,26,23,0,45,0,63,67,75,60,45,95,82,90,0,53,77,0,54,53,61,29,44,0,0,58,149063,428,"upstream","INSIG2",0.0193704474813768,-0.954912110471462,"loss",0.0323385818839071,0.895246617178067,"gain",0.0305791577064876
"chr2",122287767,122287782,0,37,0,0,36,46,29,43,59,58,0,63,47,49,67,39,44,55,0,28,43,43,27,0,17,38,59,149322,215,"upstream","RP11-204L24.2",0.0218923417892846,-0.763536553466134,"loss",0.00737472770794156,1.01053616084693,"gain",0.0325732176845982
"chr2",153031846,153032845,73,70,53,58,100,76,66,91,95,68,84,120,137,77,130,88,110,106,58,86,83,76,63,76,77,101,117,150875,0,"overlapStart","STAM2",0.0498425217836308,-0.309740109532419,"loss",0.0116550116550117,0.468119224075124,"gain",0.0151598809336148
"chr2",161264386,161264412,29,18,31,0,51,35,38,26,18,29,27,45,65,24,39,22,30,31,0,26,20,28,0,0,31,0,0,151323,0,"overlapStart","MIR4785",0.0134221498148251,-1.50007360313464,"loss",0.858738377668239,0.211504105193712,"not significant",0.00909998101323505
"chr2",175260082,175260092,32,0,0,28,55,57,38,0,45,42,61,63,69,55,103,34,60,77,26,35,53,0,0,40,35,0,52,151863,365,"upstream","SCRN3",0.00367323101488158,-1.18540598823132,"loss",0.00575266054660245,1.21412480535285,"gain",0.00228248512510195
"chr2",187454302,187454314,69,0,0,0,96,56,81,72,88,37,78,118,93,70,123,69,95,89,0,63,84,80,58,0,0,51,88,152327,477,"upstream","ITGAV",0.0176418822398719,-0.868269301581211,"loss",0.0500175207269724,0.879370294814461,"not significant",0.0292759210574012
"chr2",197664429,197664459,49,37,38,39,42,40,45,43,35,46,46,50,45,31,88,28,28,59,23,44,39,0,23,43,0,32,42,152717,0,"overlapStart","GTF3C3",0.0370032078959645,-0.738372415380452,"loss",0.721869939450666,0.131583552206117,"not significant",0.0388761496961309
"chr2",198317637,198317644,78,0,0,38,120,56,67,93,73,94,59,81,95,71,119,51,62,98,66,61,98,0,71,53,0,0,0,152781,502,"upstream","COQ10B",0.0296155352424404,-1.05016985786261,"loss",0.197389704133567,0.507149120214764,"not significant",0.0478540337867351
"chr2",201980567,201980573,86,82,0,71,102,106,75,75,59,75,61,162,92,119,127,72,76,101,0,0,89,0,55,74,0,85,0,153076,253,"upstream","CFLAR",0.00946386557074231,-1.48746597244384,"loss",0.562767393606058,0.339127833209674,"not significant",0.00407822987240736
"chr2",232645451,232645550,52,39,22,35,54,31,34,61,39,64,39,46,68,60,88,0,59,78,22,0,36,0,0,0,0,56,52,155367,830,"upstream","COPS7B",0.00792973242585391,-1.55244225903484,"loss",0.0825271202953317,0.400004684321369,"not significant",0.00565267825080739
"chr2",240496432,240496473,28,15,0,0,20,26,13,16,23,0,17,0,11,17,16,14,0,0,19,21,28,21,21,18,31,25,18,156650,3521,"upstream","AC079612.1",0.00154653620859919,1.19550473208164,"gain",0.364941855086739,-0.589861300133995,"not significant",0.0106048392863467
"chr20",13975793,13975810,49,32,36,0,46,0,44,36,29,17,0,35,34,49,31,31,26,47,0,12,21,19,0,19,0,26,19,158674,204,"upstream","MACROD2",0.0095918698246687,-1.21401758562548,"loss",0.475598208526011,-0.0227389242950383,"not significant",0.0312111135523857
"chr20",25388106,25388113,0,0,21,28,36,30,0,29,21,34,35,43,36,26,26,25,27,32,0,29,28,29,0,22,14,19,0,159698,249,"upstream","GINS1",0.0196395783622119,-0.961110986606405,"loss",0.166906401045101,0.760812336120574,"not significant",0.0249499009606453
"chr20",34638531,34639211,51,75,48,70,91,69,71,87,51,62,55,109,92,109,93,34,99,72,39,34,53,44,54,32,56,43,69,161109,0,"overlapStart","LINC00657",0.0142206361526606,-0.719989294178878,"loss",0.373765749273417,0.143558427078839,"not significant",0.00654626545109775
"chr20",44098341,44098367,68,50,0,0,63,35,50,57,61,37,58,37,59,33,101,48,49,75,0,53,59,0,0,0,21,51,47,162434,0,"overlapStart","WFDC2",0.0401628215597911,-1.12036917696808,"loss",0.504499771511249,0.4668028622479,"not significant",0.0434484884686999
"chr20",58152263,58152332,0,35,21,48,43,20,31,0,25,28,24,24,34,30,30,26,40,25,0,19,18,30,0,0,24,0,27,164204,231,"upstream","PHACTR3",0.0094957870130066,-1.1252251939715,"loss",0.8238540535235,0.208586621811418,"not significant",0.038415939168137
"chr21",45419098,45419141,41,0,0,18,32,37,20,25,0,40,24,0,34,0,40,24,0,27,45,31,41,32,36,54,36,32,47,167218,2796,"upstream","RNU6-1150P",0.00965618998831529,1.05736621930697,"gain",0.820814764099332,-0.194313898303014,"not significant",0.0103621641003452
"chr22",20104142,20104187,32,49,31,43,48,32,24,31,19,40,69,36,34,76,53,13,36,39,0,0,0,22,0,49,0,0,51,168562,4743,"upstream","AC006547.8",0.0180470508006938,-1.61422709522635,"loss",0.449399428142713,0.19513034133199,"not significant",0.00706318825915339
"chr22",21335976,21336060,72,94,63,64,112,94,90,48,76,83,75,65,68,83,98,67,101,80,69,39,78,69,73,54,63,0,72,168806,0,"overlapStart","XXbac-B135H6.18",0.0246184460988786,-0.470601056783664,"loss",0.824033319389133,-0.000453036600013952,"not significant",0.0371175394524975
"chr22",37447494,37447495,0,0,27,28,50,44,0,31,67,34,50,46,53,41,71,0,43,52,30,50,53,28,38,32,27,0,33,170957,283,"upstream","KCTD17",0.049742078030301,-0.499171918704736,"loss",0.0226845954082386,1.02226916384103,"gain",0.043351633745747
"chr22",38385676,38385781,39,18,0,14,31,35,11,22,0,34,38,21,26,0,50,0,0,0,28,30,41,38,34,30,33,29,53,171362,2246,"upstream","SOX10",0.0432894096559901,1.05490440533997,"gain",0.526398895882529,-0.33043959474288,"not significant",0.0329662765055166
"chr22",39715100,39715118,68,58,0,0,58,58,68,85,44,88,102,87,107,91,149,48,74,88,0,84,84,0,0,73,0,61,77,172118,3787,"upstream","SNORD83A",0.00972072169603823,-1.06001999791922,"loss",0.0181209280045681,0.83044019158353,"gain",0.0166577391895838
"chr22",42315427,42315428,21,0,29,27,28,45,26,20,27,42,27,25,0,30,43,32,21,38,0,0,20,0,23,26,24,18,0,172902,4856,"upstream","SHISA8",0.00576581635394697,-1.20839914925695,"loss",0.3971497287554,0.218180170049533,"not significant",0.0242057262269402
"chr22",42896176,42896606,47,48,0,25,27,40,32,44,0,0,50,0,31,29,42,0,0,22,24,44,36,46,31,84,50,32,60,173184,0,"overlapStart","SERHL",0.00940018219605192,1.37794458186257,"gain",0.123918878515873,-0.917903588330937,"not significant",0.0102989105786286
"chr3",3167998,3168002,53,49,39,58,104,41,76,78,40,73,59,114,64,100,105,0,70,72,0,0,0,0,0,59,51,56,47,174577,597,"upstream","TRNT1",0.00544422371731669,-1.55830213219753,"loss",0.459755930344166,0.16308481891298,"not significant",0.00468187968646812
"chr3",9993964,9994079,44,51,45,49,67,40,62,54,36,41,41,30,56,46,49,34,42,57,0,35,27,53,0,28,17,32,40,175034,0,"overlapStart","PRRT3",0.0126846638729703,-0.744903413590847,"loss",0.109378018383385,-0.253541119907112,"not significant",0.000948662910645179
"chr3",32544277,32544486,102,79,0,0,70,95,70,58,90,69,107,136,101,90,222,104,85,118,35,41,74,60,51,94,72,72,97,176630,4960,"upstream","AC104306.1",0.00618768715207379,-0.760685346701581,"loss",0.0143958804641952,0.921185616823171,"gain",0.00768528205724206
"chr3",100119409,100119416,52,0,0,35,77,29,59,58,47,59,29,55,88,56,127,27,38,71,0,51,46,59,47,0,30,0,0,181644,620,"upstream","LNP1",0.0363391752992515,-1.20539788316547,"loss",0.306124793403071,0.623534621103205,"not significant",0.0457626116227271
"chr3",148709028,148709029,54,66,52,74,192,55,118,88,39,53,77,0,0,0,115,49,0,0,0,83,130,55,71,63,65,103,87,184970,3572,"upstream","UBQLN4P1",0.031064190788973,1.13237428669612,"gain",0.0135471383113857,-1.39169837319154,"loss",0.0265887394259147
"chr3",152552871,152552951,0,0,0,24,23,21,24,18,22,25,24,57,29,27,39,17,13,22,0,0,20,20,24,0,18,20,19,185188,4227,"upstream","RP11-38P22.2",0.0138819249966136,-1.03242147769238,"loss",0.0445873468769229,1,"gain",0.0202014343680995
"chr3",156877242,156877264,114,99,90,52,125,70,0,0,74,69,71,136,117,151,152,0,108,118,45,66,106,61,0,60,68,0,0,185443,3976,"upstream","RP11-555M1.3",0.00529781091935966,-1.14266292143785,"loss",0.167567398225225,0.534786028768697,"not significant",0.0428182496424013
"chr3",185655008,185656121,79,103,80,88,92,72,122,82,56,101,88,83,122,108,155,74,124,136,54,62,129,82,74,72,47,70,84,187279,0,"overlapStart","TRA2B",0.0274184453880797,-0.4834378523039,"loss",0.22984963673725,0.222277598220395,"not significant",0.0473094140810291
"chr4",26862031,26863157,100,61,102,57,111,103,83,68,54,77,64,134,74,115,124,45,98,90,31,71,94,57,62,77,47,51,51,190806,0,"overlapStart","RP11-293A21.1",0.0498425217836308,-0.541651329447826,"loss",1,0.0312509339844399,"not significant",0.0420788965258968
"chr4",36282077,36282092,27,42,0,16,22,0,0,20,0,29,20,15,24,15,29,0,25,0,32,39,40,18,33,52,29,17,39,190877,1151,"upstream","DTHD1",0.0060080847713478,1.08138401875153,"gain",0.963849253294278,-0.0159920327679013,"not significant",0.00962362859015224
"chr4",55523781,55523790,0,24,0,36,25,34,41,29,16,0,0,20,28,0,15,15,0,25,33,36,35,30,33,32,32,18,50,191701,294,"upstream","KIT",0.000654534130202185,1.48118700433521,"gain",0.0699897012183111,-0.989352755800491,"not significant",0.00249186704102525
"chr4",113152232,113152294,119,49,42,0,110,0,0,63,66,87,63,139,88,97,166,63,99,95,46,66,124,0,54,0,52,0,75,193759,598,"upstream","AP1AR",0.0111543203005356,-1.05548532095375,"loss",0.0446984233887098,1.00826331103114,"gain",0.0202981913851774
"chr4",170191457,170192863,98,81,62,91,126,124,119,82,143,96,120,146,110,120,215,76,155,126,73,87,116,118,74,75,103,96,118,195645,0,"overlapStart","SH3RF1",0.0112615501160573,-0.451847482760923,"loss",0.0617861129816982,0.41724683361703,"not significant",0.0225187298166857
"chr5",42908754,42908787,46,23,0,26,25,36,16,18,0,24,44,20,11,32,18,0,0,32,20,66,46,33,41,36,42,25,24,197957,0,"overlapStart","CTD-2201E18.4",0.0156880034853141,1.03153557343311,"gain",0.44727541941728,-0.391937816135105,"not significant",0.0274682835085029
"chr5",85913768,85913775,57,39,0,38,96,37,64,78,0,87,55,147,99,78,140,0,140,95,0,0,57,93,33,62,24,53,0,200216,2547,"upstream","MIR3607",0.0434768227869062,-1.23304201869548,"loss",0.129724824748606,0.718076862426033,"not significant",0.0478336308548952
"chr5",133512192,133512978,103,109,74,48,130,98,107,83,81,82,148,124,93,144,149,64,84,129,49,54,126,66,57,71,64,74,91,202688,0,"overlapStart","SKP1",0.0113333064236319,-0.599931091329071,"loss",0.459755930344166,0.224145392440199,"not significant",0.0243285269194627
"chr5",141392193,141392917,61,56,49,47,50,99,67,68,79,68,75,100,58,73,97,77,94,112,50,47,80,70,60,61,73,66,79,204591,0,"overlapStart","GNPDA1",0.0371697136278563,-0.35541273749825,"loss",0.0128048924720609,0.423142548915899,"gain",0.0128961190316228
"chr5",175084775,175084938,0,0,35,0,35,24,35,37,28,22,29,18,32,39,42,21,44,43,0,22,21,29,0,10,28,0,22,206934,94,"upstream","HRH2",0.0138398413380609,-1.11648574248085,"loss",0.264735818964533,0.615915429050068,"not significant",0.0297679718612365
"chr5",179105136,179105141,78,66,0,51,165,0,0,0,95,145,80,109,99,87,195,52,104,114,0,71,85,76,57,83,63,74,0,207569,487,"upstream","CANX",0.00373359142094125,-0.933290657530086,"loss",0.0109133871634066,1.26303440583379,"gain",0.0115559908499827
"chr6",4018456,4018459,102,75,60,60,221,109,123,80,0,100,76,133,132,105,130,98,117,120,0,76,107,0,86,0,51,0,0,208634,487,"upstream","RP3-406P24.4",0.00700656104116544,-1.5076360935706,"loss",0.449868170676515,-0.0373283392186349,"not significant",0.00561244702794091
"chr6",10747323,10747354,39,44,0,29,50,54,36,43,27,34,37,42,72,40,79,20,41,49,0,39,65,41,0,0,0,0,27,209041,637,"upstream","TMEM14B",0.0355137063623739,-1.20636699741037,"loss",0.965400612459436,0.258135606420955,"not significant",0.0391379012042704
"chr6",27805762,27805793,22,28,0,0,30,19,32,28,51,25,18,24,30,43,56,16,47,29,0,0,0,32,22,24,0,20,41,210328,529,"upstream","HIST1H2BN",0.0329076794683267,-1.13419729696779,"loss",0.154491894143241,0.770330412964626,"not significant",0.0266444320255613
"chr6",28411030,28411037,24,0,56,59,71,47,59,45,54,31,24,51,58,52,63,0,78,59,0,31,0,44,0,22,0,27,26,210508,3712,"upstream","COX11P1",0.00835955288402611,-1.49569516262407,"loss",0.893645300656535,0.0587338247904665,"not significant",0.00781558664512409
"chr6",89672935,89672950,63,62,38,53,76,69,60,93,78,62,60,108,72,81,111,0,0,93,0,0,69,46,50,46,0,38,0,215283,1295,"upstream","AL079342.1",0.0180470508006938,-1.26520550487542,"loss",0.422942583751258,0.0496578863073116,"not significant",0.0177323460503892
"chr6",99797918,99797941,46,55,42,0,81,0,58,48,61,47,72,44,71,103,59,55,69,71,21,55,55,47,43,30,0,64,60,215730,0,"overlapStart","FAXC",0.0175919784380124,-0.645978275402785,"loss",0.0502553317524845,0.660477845097899,"not significant",0.040128737215028
"chr6",121655463,121655939,67,55,56,29,72,57,47,45,77,73,81,82,104,87,65,43,68,53,54,60,49,53,64,63,40,48,63,216855,0,"overlapStart","TBC1D32",0.0112974013302808,-0.417299063104084,"loss",0.0266465560583208,0.454274306845303,"gain",0.00719230207425738
"chr6",150070682,150070872,84,41,54,38,118,55,65,115,67,55,50,76,126,101,71,32,78,91,0,36,60,40,16,76,0,51,59,218493,0,"overlapStart","NUP43",0.0177919405631742,-0.992081903062003,"loss",0.656687581511499,0.0682182288497707,"not significant",0.018087520793105
"chr6",159525086,159525121,0,23,22,0,29,19,24,24,21,25,32,30,0,0,21,0,27,0,24,31,32,23,24,32,31,26,39,219320,3701,"upstream","RP11-13P5.1",0.0292551180997274,0.900023876120252,"gain",1,-0.176077228423908,"not significant",0.0288575613677622
"chr7",8301061,8301065,0,32,60,53,92,21,83,41,39,21,43,23,33,29,48,36,58,48,0,35,20,52,0,0,0,0,32,222738,797,"upstream","AC007009.1",0.0188365985962183,-1.29129825805251,"loss",0.476741403397028,-0.337114498702038,"not significant",0.0141034861263805
"chr7",27200412,27200559,40,0,27,22,35,17,45,27,30,12,19,39,38,26,28,29,54,44,17,0,0,21,0,0,0,22,57,223374,2856,"upstream","HOXA7",0.0150956699809426,-1.29504480073641,"loss",0.504940389859895,0.260774898651669,"not significant",0.039052618503838
"chr7",39988643,39988660,95,81,49,50,142,0,104,74,116,75,87,98,126,94,130,0,79,122,53,50,95,90,0,0,0,0,82,224465,975,"upstream","CDK13",0.0188897165480774,-1.17304097466417,"loss",0.286071835363774,0.317751575542863,"not significant",0.034811584865221
"chr7",91763037,91763051,107,89,58,0,142,70,0,89,74,83,68,126,135,97,193,51,102,109,0,75,111,0,0,82,69,83,0,227166,866,"upstream","CTB-161K23.1",0.0329076794683267,-1.15334211724671,"loss",0.22984963673725,0.58131867223305,"not significant",0.0347983899534128
"chr7",99101928,99101929,0,0,19,0,53,62,56,72,0,57,91,96,88,57,143,63,72,80,45,52,50,62,71,67,0,0,58,227781,3980,"upstream","ZNF394",0.030122443405342,-0.7311832415722,"loss",0.0139436904119176,1.18961333636442,"gain",0.0272672597018552
"chr7",128049740,128050518,37,28,27,20,60,26,36,65,27,39,66,36,41,39,66,18,47,47,43,66,63,61,45,47,59,68,55,229497,0,"overlapStart","IMPDH1",0.0446050428891008,0.403135410222552,"gain",0.265480550308525,0.188779851140371,"not significant",0.0253697950472434
"chr7",129691116,129691394,66,34,18,41,42,35,31,47,47,46,45,28,41,47,68,28,60,79,42,0,45,35,25,38,27,20,34,229704,0,"overlapStart","ZC3HC1",0.00889056737753994,-0.726405126005994,"loss",0.21210364734281,0.317141811173244,"not significant",0.0298584190484869
"chr7",130130514,130130589,14,18,15,16,28,0,21,27,18,23,23,20,21,24,31,21,30,20,0,0,23,0,18,0,19,20,0,229811,4489,"upstream","RP11-2E11.10",0.00377833604893649,-1.37781785308365,"loss",0.0902034954341509,0.410879873805188,"not significant",0.00359042287168993
"chr7",135242443,135242444,86,96,56,71,139,0,71,0,59,92,60,96,114,104,132,63,93,74,78,61,60,71,61,0,0,0,0,230166,222,"upstream","NUP205",0.00862299505907724,-1.2700997940488,"loss",0.247324445732236,0.451271471055821,"not significant",0.0157153289565647
"chr7",149158176,149158218,65,84,37,62,89,48,64,91,66,37,66,63,93,69,106,44,90,71,21,50,59,66,0,45,30,61,53,231095,0,"overlapStart","ZNF777",0.0126065410653004,-0.720761718258842,"loss",0.533541376457306,0.0627357553479627,"not significant",0.0172647003104436
"chr8",28351115,28351128,67,72,0,53,101,0,103,0,97,82,99,118,93,133,122,70,88,93,0,78,66,94,55,0,74,0,92,234405,3279,"upstream","FBXO16",0.00475600962204281,-0.964199278572153,"loss",0.029071157260795,1.00726800046404,"gain",0.00709953688135087
"chr8",42195607,42195655,0,0,0,0,29,42,28,73,32,50,39,41,54,44,51,43,41,43,17,0,59,31,0,48,28,17,21,235152,316,"upstream","POLB",0.0244924473897125,-0.834881406764692,"loss",0.0226138908412578,1.02659421001171,"gain",0.0354410408477787
"chr8",64080553,64080568,109,114,92,98,184,74,0,101,0,84,104,204,171,107,210,83,118,130,73,0,106,0,82,117,0,96,0,236006,543,"upstream","YTHDF3",0.0188897165480774,-1.20123680735102,"loss",0.32813349948088,0.327598017538886,"not significant",0.042068051770414
"chr8",124780133,124780143,84,34,0,0,0,37,0,46,53,42,49,78,87,63,136,34,48,84,37,26,56,0,35,47,41,0,60,238845,552,"upstream","FAM91A1",0.0159646782654223,-1.00619694841173,"loss",0.0108305696861825,1.42362499511557,"gain",0.00767996012608629
"chr9",32550497,32550506,74,67,0,64,73,0,58,50,63,63,58,84,77,72,105,45,63,64,0,55,56,63,0,61,0,0,72,242459,2009,"upstream","AL353671.1",0.0119514864802554,-1.02469391376303,"loss",0.305121359638687,0.524406720422818,"not significant",0.0295272322422942
"chr9",37592967,37592996,54,0,51,0,92,58,0,68,66,75,54,96,71,61,108,37,82,52,37,0,51,79,67,46,0,37,0,243549,327,"upstream","TOMM5",0.0156420918811053,-0.994985096720104,"loss",0.0748064564450202,0.798008770723274,"not significant",0.030056482381122
"chr9",77643326,77643619,110,128,100,77,132,74,111,99,92,54,113,118,76,83,154,58,93,99,45,78,82,52,63,78,0,89,78,244104,0,"overlapStart","C9orf41",0.030195077771679,-0.5824067958174,"loss",0.374012675114495,-0.144115815092707,"not significant",0.00990378696412371
"chr9",88555589,88555591,90,93,0,34,121,101,0,129,74,65,49,71,94,103,163,51,89,82,43,0,90,49,62,72,0,0,0,244558,469,"upstream","NAA35",0.010976686664646,-1.26017814863299,"loss",1,0.2442867758631,"not significant",0.0405817382604198
"chr9",98079424,98080225,63,29,35,31,61,62,39,60,37,58,85,57,31,52,80,39,54,37,70,72,51,75,62,103,106,64,92,245694,0,"overlapStart","FANCC",0.0199101630438174,0.543023711605358,"gain",0.823943754898971,0.158064846232251,"not significant",0.00394582633797912
"chr9",101983782,101983798,66,55,36,43,116,40,70,52,51,56,52,48,57,0,114,72,55,91,34,0,59,0,0,0,35,0,73,246389,547,"upstream","SEC61B",0.0381428066474286,-1.41611373583818,"loss",0.688973304683869,-0.00362638240594923,"not significant",0.0132674852868239
"chr9",108209780,108209790,0,65,75,47,99,83,71,51,87,55,76,104,67,49,106,0,92,96,0,48,44,0,73,47,0,0,67,246722,286,"upstream","FSD1L",0.00835955288402611,-1.2395754330098,"loss",0.286071835363774,0.254192529081987,"not significant",0.02125393193068
"chr9",110252396,110252765,43,55,17,19,53,41,33,42,24,51,47,45,63,70,41,61,70,56,0,34,39,35,69,33,33,29,47,246897,0,"overlapStart","KLF4",0.0272828306847187,-0.574978412148534,"loss",0.0407843323742792,0.47929204099814,"gain",0.0475773688522441
"chrX",49642805,49642829,48,0,27,0,51,31,36,44,45,39,31,52,45,55,50,37,37,40,0,30,42,39,0,0,0,38,42,254899,1640,"upstream","USP27X",0.0214278854895354,-1.0221121376083,"loss",0.1090112323733,0.540872715303477,"not significant",0.0277361514071486
"chrX",133371011,133371019,22,22,17,0,36,19,13,22,21,30,0,0,17,0,36,17,0,0,26,23,25,22,34,21,14,26,43,257150,57,"upstream","CCDC160",0.0319819751440537,1.10350457575386,"gain",0.219558158601152,-0.641469596937847,"not significant",0.0415437035540931
"chrX",153606386,153606390,52,49,19,36,73,32,0,19,45,43,0,99,86,57,95,30,62,52,0,0,0,38,0,55,28,36,53,257875,3379,"upstream","FLNA",0.0234927555420828,-1.28603623119541,"loss",0.119392536418538,0.701073730474253,"not significant",0.0312862496448669
